CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,Cluster_Name,PCA1,PCA2
10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200,1083.301007,2172.697765,0.0,12,0,Low to Moderate Activity Customers,0.6661222130604842,2.0763933941045
10012,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000,705.618627,155.549069,0.0,12,0,Low to Moderate Activity Customers,-0.46560327588214423,-1.4318086581951526
10013,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000,608.263689,490.207013,0.25,12,0,Low to Moderate Activity Customers,2.48002780601409,-2.8536324103373643
10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500,1655.891435,251.137986,0.083333,12,0,Low to Moderate Activity Customers,0.7033776123745612,-1.561571677394297
10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000,805.647974,989.962866,0.0,12,0,Low to Moderate Activity Customers,-1.4033030871782533,1.467562695007287
10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000,1993.439277,2109.90649,0.0,12,0,Low to Moderate Activity Customers,2.012329607765559,2.244347766244598
10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000,391.974562,376.579631,0.0,8,0,Low to Moderate Activity Customers,-2.1955166900191347,1.0406738712369281
10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500,254.590662,73.203221,0.25,12,0,Low to Moderate Activity Customers,-2.485680688313711,-0.8040763267764552
10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000,1720.837373,744.613395,0.0,12,0,Low to Moderate Activity Customers,-0.6265587187167276,0.40655125381865176
10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000,1053.980464,12465.54938,0.0,12,2,High Balance / Potential Risk Customers,9.40683069058602,15.445896765873261
10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000,223.0686,13557.29726,0.0,12,2,High Balance / Potential Risk Customers,9.784932227553504,17.012778429223605
10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250,2077.959051,1659.775075,0.0,12,1,High Value Active Purchasers,9.552261897165959,-4.678501499186122
10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800,2359.629958,86.329554,0.0,12,0,Low to Moderate Activity Customers,-1.4399859909483275,-0.8506735366313283
10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000,9479.043842,1425.426525,0.0,12,1,High Value Active Purchasers,6.698717933824201,-1.5013416385502858
10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000,1422.726707,1657.002877,0.0,11,0,Low to Moderate Activity Customers,-0.46313502969849085,2.589796074408405
10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000,215.306142,163.005536,0.0,12,0,Low to Moderate Activity Customers,-1.798615925491339,-0.15675288943580584
10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700,890.178845,971.183209,0.0,12,0,Low to Moderate Activity Customers,-1.2256441723121045,1.3545185799520776
10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000,207.773715,164.748819,0.0,12,0,Low to Moderate Activity Customers,-1.9872806441595154,-0.05647993312467381
10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500,1601.448347,1648.851345,0.0,12,0,Low to Moderate Activity Customers,0.6755035506466787,2.7825449342386217
10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900,160.767773,159.684442,0.0,12,0,Low to Moderate Activity Customers,-2.197122061041938,0.10242767669911645
10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000,4230.323491,3292.01503,0.0,12,0,Low to Moderate Activity Customers,6.576312024754132,2.3356973649954655
10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000,645.998299,256.848991,0.0,12,0,Low to Moderate Activity Customers,0.05118059350674686,-0.9449917581785137
10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500,1720.118876,2506.745366,0.0,12,0,Low to Moderate Activity Customers,1.0305340516003556,3.264517025242286
10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200,423.449696,196.301885,0.3,12,0,Low to Moderate Activity Customers,-1.0047554903849942,-1.1743118049858465
10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000,8735.607835,17862.55831,0.0,12,2,High Balance / Potential Risk Customers,15.601833456299804,21.379481893980348
10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800,351.500199,634.569311,0.0,12,0,Low to Moderate Activity Customers,-1.9056502467057226,0.9808149763408993
10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000,1636.361601,1986.843608,0.0,11,0,Low to Moderate Activity Customers,0.648707550673403,4.276325919692486
10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000,1617.894416,1541.141605,0.0,12,0,Low to Moderate Activity Customers,3.136069404638792,-0.07494594762950008
10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000,1237.111661,2049.408839,0.0,12,0,Low to Moderate Activity Customers,0.5280053396133295,3.3289139607651417
10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500,20071.07544,719.948985,0.333333,12,0,Low to Moderate Activity Customers,3.325687772248086,-1.3622341467502097
10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800,3067.05783,283.333445,0.166667,12,0,Low to Moderate Activity Customers,-1.8077023821294913,0.37997672237906627
10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000,1262.309666,363.142736,0.111111,12,0,Low to Moderate Activity Customers,0.4394453469709292,-0.7109909506799872
10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500,868.275275,1801.264841,0.0,12,0,Low to Moderate Activity Customers,-0.3048621898634707,2.2142258906929366
10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500,378.294227,321.354137,0.0,12,0,Low to Moderate Activity Customers,-2.1089276345516783,0.7251485033329814
10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500,1430.341501,1318.71492,0.0,12,0,Low to Moderate Activity Customers,1.2909312709437148,0.41872755406128437
10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.6204066049301316,0.306021681482284
10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700,176.013005,147.199792,0.0,8,0,Low to Moderate Activity Customers,-2.9707583231702186,0.14488700108068958
10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.88332447805828,1.199298021000209
10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300,2543.953559,175.657825,0.916667,12,0,Low to Moderate Activity Customers,2.555298500125816,-4.1628304600046215
10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000,587.866451,286.448719,0.083333,12,0,Low to Moderate Activity Customers,-1.3558501795728863,-0.12177533319755202
10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000,8113.297346,1012.415961,0.0,8,0,Low to Moderate Activity Customers,2.449151876419931,2.107242546233393
10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500,1399.82834,1322.446601,0.0,12,0,Low to Moderate Activity Customers,3.04028515787231,-1.3849835993743969
10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500,691.825279,581.481917,0.0,12,0,Low to Moderate Activity Customers,-1.8223481206377283,1.0042120998114885
10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000,3110.052742,132.446091,0.2,9,0,Low to Moderate Activity Customers,0.9936310556331007,-2.288240933733663
10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000,417.016763,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.276513793824987,-0.015265940353193175
10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-0.41202367739739487,-0.884258308767236
10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.4583295145583177,0.525390186824768
10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500,5678.729613,1311.514878,0.083333,12,1,High Value Active Purchasers,7.3674527611412595,-4.39822218772834
10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000,764.938728,1600.212243,0.0,11,0,Low to Moderate Activity Customers,-0.8115485583840257,2.3686263295297763
10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000,2110.557023,1895.02617,0.0,12,0,Low to Moderate Activity Customers,0.2755450328132836,2.6300330734969872
10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500,3509.686561,548.105836,0.0,12,0,Low to Moderate Activity Customers,-1.389591075932081,0.24231758108888724
10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600,338.083661,837.215674,0.0,12,0,Low to Moderate Activity Customers,-1.6286290960297514,1.0654902653430445
10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150,4372.148648,241.645387,0.090909,11,0,Low to Moderate Activity Customers,-1.285308426725904,0.6692206536837269
10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.351359236859186,-0.7512843530511275
10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850,3688.045998,3266.996777,0.083333,12,0,Low to Moderate Activity Customers,3.9816531967099085,2.4721346916403615
10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800,777.451648,897.905444,0.0,12,0,Low to Moderate Activity Customers,-0.8004272784658166,0.6098584316833446
10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500,146.074769,179.412493,0.0,8,0,Low to Moderate Activity Customers,-2.663041416211793,0.4567144690355253
10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500,540.022225,352.883804,0.0,12,0,Low to Moderate Activity Customers,-2.0246486314409213,0.8711031181703537
10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000,6876.836205,1001.607366,0.083333,12,0,Low to Moderate Activity Customers,0.4079683696116325,0.4467893838242449
10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700,1623.816348,923.505868,0.0,12,0,Low to Moderate Activity Customers,0.5052649286154798,-0.30357674989539435
10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250,1288.214909,2180.881868,0.0,12,0,Low to Moderate Activity Customers,0.6434025260865626,2.8252763712321847
10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000,28232.69446,1107.030803,0.454545,12,1,High Value Active Purchasers,11.68975462002019,-1.0731667948821408
10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000,910.457985,140.983193,0.25,8,0,Low to Moderate Activity Customers,-2.2090075143508887,0.15397771693610626
10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250,889.017418,622.757696,0.0,10,0,Low to Moderate Activity Customers,-0.8673485715989068,0.12378914927635315
10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000,1305.177304,175.510344,0.0,11,0,Low to Moderate Activity Customers,-1.2260683997553947,-0.6075080831619923
10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000,1990.044998,2161.428274,0.0,12,0,Low to Moderate Activity Customers,0.9960718621615026,2.224319008612176
10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000,2959.920544,623.656993,0.0,12,0,Low to Moderate Activity Customers,0.12529705809400982,-0.4642300503627426
10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500,1438.910569,190.186542,0.0,12,0,Low to Moderate Activity Customers,-1.6931542529461303,-0.09346552771027333
10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200,29.278671,8242.687678,0.0,12,0,Low to Moderate Activity Customers,4.684982992153331,10.575577668045588
10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000,1624.583114,2503.40234,0.0,12,0,Low to Moderate Activity Customers,1.5540091887768879,3.5539689987954404
10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000,357.802082,121.523416,0.181818,12,0,Low to Moderate Activity Customers,-1.9472664361691823,-0.47801202354774747
10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500,116.569033,164.692136,0.0,12,0,Low to Moderate Activity Customers,-2.9821073534746607,0.4742533301895556
10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000,210.053432,99.533735,0.444444,12,0,Low to Moderate Activity Customers,-2.4101396832145214,-0.8104481714721339
10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200,725.606194,140.809454,1.0,12,0,Low to Moderate Activity Customers,-2.124027619373397,-1.689498834795759
10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000,4921.066897,594.756686,0.0,12,1,High Value Active Purchasers,6.3654515916043115,-4.8907374016355165
10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500,1275.229436,171.357189,1.0,12,0,Low to Moderate Activity Customers,0.5054159896549268,-2.9872074506292425
10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000,4589.873897,1876.262988,0.0,12,0,Low to Moderate Activity Customers,3.7995202118576987,1.7778386696296051
10092,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500,3021.575846,2074.581541,0.0,12,0,Low to Moderate Activity Customers,4.8128134448876345,1.4709505059203631
10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500,1073.844885,968.941265,0.0,12,0,Low to Moderate Activity Customers,-1.1826670121263199,1.3618565246564975
10094,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500,1502.205631,2864.380327,0.0,12,0,Low to Moderate Activity Customers,0.9388576366263959,4.640185040405939
10095,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000,6409.496345,9827.045323,0.0,12,1,High Value Active Purchasers,13.966927935792103,8.541052529751266
10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000,3056.424974,910.707525,0.090909,11,0,Low to Moderate Activity Customers,0.8033873723949994,1.229645889145498
10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800,440.840439,312.560636,0.0,12,0,Low to Moderate Activity Customers,-2.0609662178140087,0.5108809503085477
10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.6792223957926233,0.04767614290604222
10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.8171058012198733,0.2412918488612112
10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200,151.823651,2906.110765,0.0,12,0,Low to Moderate Activity Customers,0.015222725325108932,3.841928390169292
10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000,417.128532,389.138517,0.0,12,0,Low to Moderate Activity Customers,-0.7065491410866407,-0.4841431763935879
10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.9381829778319193,1.1234864282190768
10103,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000,217.820198,121.781205,1.0,12,0,Low to Moderate Activity Customers,-2.823737436117291,-1.4849911023364428
10104,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000,138.021428,312.343947,0.0,7,0,Low to Moderate Activity Customers,-3.716156375076097,0.1526853500775087
10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500,26.487919,60.913577,0.0,9,0,Low to Moderate Activity Customers,-3.0392433185282717,-0.044505277984229236
10106,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000,712.149153,54.79166,0.0,12,0,Low to Moderate Activity Customers,-1.806802506708284,-1.151740563299328
10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700,9172.788366,2103.796148,0.083333,12,1,High Value Active Purchasers,5.942745311969669,-1.2810503734423433
10108,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.516046527007985,-0.49883652626430514
10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000,2236.890255,214.828158,0.083333,12,0,Low to Moderate Activity Customers,-1.8482732240709017,0.2313277771732588
10110,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000,532.741699,1026.976,0.0,12,0,Low to Moderate Activity Customers,-0.13899516147960123,0.8835088700594853
10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500,1097.78942,176.610605,0.083333,12,0,Low to Moderate Activity Customers,-1.0812228099841144,-0.611060467786507
10112,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40,0,8000,1241.538024,1439.230899,0.0,12,0,Low to Moderate Activity Customers,0.045082049600716045,3.876667670943583
10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000,577.050373,498.365419,0.0,12,0,Low to Moderate Activity Customers,-1.2594290784112785,0.3266546171230458
10114,6644.201651,1.0,4478.75,2721.59,1757.16,7205.520805,1.0,0.916667,1.0,0.583333,21,64,9000,10857.94321,2469.571326,0.083333,12,1,High Value Active Purchasers,9.341965662726901,-0.5808781885530632
10115,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0,34,5500,858.976682,108.319927,0.0,12,0,Low to Moderate Activity Customers,-0.38229568011494663,-1.4411138613166743
10116,3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2,0,4200,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.0485967051167093,0.8061293499693143
10117,5322.994094,1.0,2812.2,857.12,1955.08,2510.352951,1.0,0.25,1.0,0.333333,8,81,8500,1509.423237,1834.031569,0.0,12,0,Low to Moderate Activity Customers,4.228434991084647,0.2384242976195085
10118,6458.56209,1.0,0.0,0.0,0.0,3360.228794,0.0,0.0,0.0,0.25,11,0,7000,1277.76778,2760.115734,0.0,12,0,Low to Moderate Activity Customers,0.8340177330917202,4.482083122826985
10119,175.341651,0.818182,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333,0.0,0,14,5000,1884.227778,136.639824,1.0,12,0,Low to Moderate Activity Customers,0.13420048090082437,-2.985640318237011
10120,680.195157,1.0,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0,0.0,0,25,3000,552.432305,207.720441,0.0,12,0,Low to Moderate Activity Customers,-0.4419456701766453,-1.054462370956945
10121,223.763616,0.636364,2309.78,0.0,2309.78,0.0,0.583333,0.0,0.5,0.0,0,12,6500,1206.81188,99.372848,0.333333,12,0,Low to Moderate Activity Customers,-0.21786102420497966,-1.939654259143391
10122,1785.626943,1.0,0.0,0.0,0.0,576.206382,0.0,0.0,0.0,0.25,10,0,1800,687.691735,2439.136113,0.0,12,0,Low to Moderate Activity Customers,-0.11190543368602635,3.5853190891533884
10123,54.933231,0.272727,495.0,0.0,495.0,0.0,0.166667,0.0,0.166667,0.0,0,2,7000,1969.845566,147.049952,1.0,12,0,Low to Moderate Activity Customers,-2.1939577023126624,-1.8493726410720417
10124,2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4,0,3000,932.418855,709.207016,0.0,12,0,Low to Moderate Activity Customers,-1.5786270122305484,1.2720284715999446
10125,8504.876253,1.0,6724.26,4100.08,2624.18,1686.599777,1.0,0.916667,1.0,0.5,10,85,17000,1888.756861,2167.446204,0.0,12,1,High Value Active Purchasers,9.941545066219453,-3.0096120667589394
10126,1464.324632,1.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0,0.0,0,8,9000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-0.46765050164294375,-0.8007453596227432
10127,2114.158683,1.0,5580.85,0.0,5580.85,0.0,1.0,0.0,1.0,0.0,0,75,8500,3564.977774,630.00413,0.0,12,1,High Value Active Purchasers,5.244956124295223,-3.244268981423346
10128,2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2,0,3200,1065.426905,1412.648089,0.0,12,0,Low to Moderate Activity Customers,-0.9149639488153823,2.1081601267010215
10130,14224.11541,1.0,0.0,0.0,0.0,4614.427403,0.0,0.0,0.0,0.333333,9,0,19000,3066.614272,3406.258999,0.0,12,0,Low to Moderate Activity Customers,2.462181540684587,5.582286872602911
10131,2392.917738,1.0,12462.44,12462.44,0.0,0.0,0.916667,0.916667,0.0,0.0,0,217,2800,11628.71557,2000.990921,0.0,12,1,High Value Active Purchasers,21.000088913291066,-12.715983957334872
10132,57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1,0,1200,385.853874,84.697292,0.166667,8,0,Low to Moderate Activity Customers,-2.9022378386140892,-0.059021057547933076
